Sıra No,Çevre Kimlik No,İşletme Adı,Tesis İli,İşletme Adres,Lisans Konuları,İzin Konuları,Belge Türü,Onay Tarihi,Sertifika Süresi
19,227586594,AYDINLAR İZABE GERİ DÖNÜŞÜM İNŞAAT NAKLİYAT TİCARET SANAYİ LİMİTED ŞİRKETİ,ANKARA,"Saray Mah., Nazım Ercan Bulvar, No: 79-, Kahramankazan ANKARA", PCB Arındırm,,İzin ve Lisans Belgesi,2022-04-29 00:00:00,2025-11-18 00:00:00
19,227586594,AYDINLAR İZABE GERİ DÖNÜŞÜM İNŞAAT NAKLİYAT TİCARET SANAYİ LİMİTED ŞİRKETİ,ANKARA,"Saray Mah., Nazım Ercan Bulvar, No: 79-, Kahramankazan ANKARA", Atık Ara Depolam,,İzin ve Lisans Belgesi,2022-04-29 00:00:00,2025-11-18 00:00:00
20,278596704,ALİAĞA BELEDİYESİ PETROL ANONİM ŞİRKETİ - MANİSA ŞUBESİ,MANİSA,"EVRENOS MAHALLESİ, EVRANOS KÜME EVLER, No:51-, YUNUSEMRE / MANİSA",Atık Ara Depolam,,İzin ve Lisans Belgesi,2020-09-24 00:00:00,2025-09-28 00:00:00
21,227030846,RDF KONTAMİNE ATIK BERTARAF VE GERİ KAZANIM SANAYİ TİCARET ANONİM ŞİRKETİ DEPOLAMA ŞUBESİ,KOCAELİ,"KARADENİZLİLER Mahallesi, BAŞYİĞİT CADDE, No:166-, BAŞİSKELE / KOCAELİ",Atık Ara Depola,Hava Emisyon,İzin ve Lisans Belgesi,2021-10-08 00:00:00,2025-08-31 00:00:00
22,270329902,BURHAN GERİ DÖNÜŞÜM NAKLİYAT İNŞAAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ - KAHRAMANKAZAN ŞUBESİ,ANKARA,Dağyaka Mah. 2047 Cad. No: 8 Kahramankazan / ANKARA,PCB Arındırm,,İzin ve Lisans Belgesi,2020-05-15 00:00:00,2025-05-15 00:00:00
22,270329902,BURHAN GERİ DÖNÜŞÜM NAKLİYAT İNŞAAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ - KAHRAMANKAZAN ŞUBESİ,ANKARA,Dağyaka Mah. 2047 Cad. No: 8 Kahramankazan / ANKARA, Atık Ara Depolam,,İzin ve Lisans Belgesi,2020-05-15 00:00:00,2025-05-15 00:00:00
23,234080254,TOROSLAR ATIK DEPOLAMA GERİ DÖNÜŞÜM VE İNŞAAT TAAHHÜT SANAYİ TİCARET LİMİTED ŞİRKETİ.,ADANA,"Sarıhamzalı Mahallesi, 47011 Sokak, No:11 A-, Seyhan / ADANA",Tehlikeli Atık Geri Kazanı,,İzin ve Lisans Belgesi,2021-02-17 00:00:00,2025-05-15 00:00:00
23,234080254,TOROSLAR ATIK DEPOLAMA GERİ DÖNÜŞÜM VE İNŞAAT TAAHHÜT SANAYİ TİCARET LİMİTED ŞİRKETİ.,ADANA,"Sarıhamzalı Mahallesi, 47011 Sokak, No:11 A-, Seyhan / ADANA", Tehlikesiz Atık Geri Kazanı,,İzin ve Lisans Belgesi,2021-02-17 00:00:00,2025-05-15 00:00:00
23,234080254,TOROSLAR ATIK DEPOLAMA GERİ DÖNÜŞÜM VE İNŞAAT TAAHHÜT SANAYİ TİCARET LİMİTED ŞİRKETİ.,ADANA,"Sarıhamzalı Mahallesi, 47011 Sokak, No:11 A-, Seyhan / ADANA", Ambalaj Atığı Geri Kazanı,,İzin ve Lisans Belgesi,2021-02-17 00:00:00,2025-05-15 00:00:00
23,234080254,TOROSLAR ATIK DEPOLAMA GERİ DÖNÜŞÜM VE İNŞAAT TAAHHÜT SANAYİ TİCARET LİMİTED ŞİRKETİ.,ADANA,"Sarıhamzalı Mahallesi, 47011 Sokak, No:11 A-, Seyhan / ADANA", Hurda Metal /ÖTA İşlem,,İzin ve Lisans Belgesi,2021-02-17 00:00:00,2025-05-15 00:00:00
23,234080254,TOROSLAR ATIK DEPOLAMA GERİ DÖNÜŞÜM VE İNŞAAT TAAHHÜT SANAYİ TİCARET LİMİTED ŞİRKETİ.,ADANA,"Sarıhamzalı Mahallesi, 47011 Sokak, No:11 A-, Seyhan / ADANA", Atık Elektrikli ve Elektronik Eşya İşlem,,İzin ve Lisans Belgesi,2021-02-17 00:00:00,2025-05-15 00:00:00
23,234080254,TOROSLAR ATIK DEPOLAMA GERİ DÖNÜŞÜM VE İNŞAAT TAAHHÜT SANAYİ TİCARET LİMİTED ŞİRKETİ.,ADANA,"Sarıhamzalı Mahallesi, 47011 Sokak, No:11 A-, Seyhan / ADANA", PCB Arındırm,,İzin ve Lisans Belgesi,2021-02-17 00:00:00,2025-05-15 00:00:00
23,234080254,TOROSLAR ATIK DEPOLAMA GERİ DÖNÜŞÜM VE İNŞAAT TAAHHÜT SANAYİ TİCARET LİMİTED ŞİRKETİ.,ADANA,"Sarıhamzalı Mahallesi, 47011 Sokak, No:11 A-, Seyhan / ADANA", Atık Ara Depolam,,İzin ve Lisans Belgesi,2021-02-17 00:00:00,2025-05-15 00:00:00
24,261890152,ERMETAL GERİ DÖNÜŞÜM SANAYİ VE TİCARET LİMİTED ŞİRKETİ TEHLİKELİ ATIK ARA DEPOLAMA ŞUBESİ,DENİZLİ,Hacıeyüplü Mah. 3162 Sokak No:23/B1 Merkezefendi/DENİZLİ,Atık Elektrikli ve Elektronik Eşya İşlem,,İzin ve Lisans Belgesi,2020-05-20 00:00:00,2025-05-14 00:00:00
24,261890152,ERMETAL GERİ DÖNÜŞÜM SANAYİ VE TİCARET LİMİTED ŞİRKETİ TEHLİKELİ ATIK ARA DEPOLAMA ŞUBESİ,DENİZLİ,Hacıeyüplü Mah. 3162 Sokak No:23/B1 Merkezefendi/DENİZLİ, Atık Ara Depolam,,İzin ve Lisans Belgesi,2020-05-20 00:00:00,2025-05-14 00:00:00
25,222631242,NADİR METAL RAFİNERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,İSTANBUL,"AKÇABURGAZ Mahallesi, 3114. SOKAK, No: 6-, ESENYURT/İSTANBUL",Tehlikeli Atık Geri Kazanı,Hava Emisyon,İzin ve Lisans Belgesi,2020-07-05 00:00:00,2025-07-05 00:00:00
25,222631242,NADİR METAL RAFİNERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,İSTANBUL,"AKÇABURGAZ Mahallesi, 3114. SOKAK, No: 6-, ESENYURT/İSTANBUL",Tehlikesiz Atık Geri Kazanı,Hava Emisyon,İzin ve Lisans Belgesi,2020-07-05 00:00:00,2025-07-05 00:00:00
26,223228076,SAY RAMAT KUYUMCULUK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,İSTANBUL,"Orhan Gazi Mahallesi, ISISO San. Sit. U1 Blok, No:5-, Esenyurt/İSTANBUL",Tehlikeli Atık Geri Kazanı,Hava Emisyon,İzin ve Lisans Belgesi,2021-05-05 00:00:00,2025-06-05 00:00:00
26,223228076,SAY RAMAT KUYUMCULUK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,İSTANBUL,"Orhan Gazi Mahallesi, ISISO San. Sit. U1 Blok, No:5-, Esenyurt/İSTANBUL",Tehlikesiz Atık Geri Kazanı,Hava Emisyon,İzin ve Lisans Belgesi,2021-05-05 00:00:00,2025-06-05 00:00:00
27,260554530,TURYAM GERİ KAZANIM ATIKTAN TÜRETİLMİŞ YAKIT DEPOLAMA LOJİSTİK PETROL ÜRÜNLERİ İNŞAAT MEDİKAL TURİZM SANAYİ VE TİCARET LİMİTED ŞİRKETİ,MERSİN,"Ferahimşalvuz Mahallesi, 1627 Sokak, No: 4A - 4B, TARSUS/MERSİN",Tehlikeli Atık Geri Kazanı,Hava Emisyon,İzin ve Lisans Belgesi,2020-04-03 00:00:00,2025-04-03 00:00:00
27,260554530,TURYAM GERİ KAZANIM ATIKTAN TÜRETİLMİŞ YAKIT DEPOLAMA LOJİSTİK PETROL ÜRÜNLERİ İNŞAAT MEDİKAL TURİZM SANAYİ VE TİCARET LİMİTED ŞİRKETİ,MERSİN,"Ferahimşalvuz Mahallesi, 1627 Sokak, No: 4A - 4B, TARSUS/MERSİN",Tehlikesiz Atık Geri Kazanı,Hava Emisyon,İzin ve Lisans Belgesi,2020-04-03 00:00:00,2025-04-03 00:00:00
27,260554530,TURYAM GERİ KAZANIM ATIKTAN TÜRETİLMİŞ YAKIT DEPOLAMA LOJİSTİK PETROL ÜRÜNLERİ İNŞAAT MEDİKAL TURİZM SANAYİ VE TİCARET LİMİTED ŞİRKETİ,MERSİN,"Ferahimşalvuz Mahallesi, 1627 Sokak, No: 4A - 4B, TARSUS/MERSİN", Atık Elektrikli ve Elektronik Eşya İşlem,Hava Emisyon,İzin ve Lisans Belgesi,2020-04-03 00:00:00,2025-04-03 00:00:00
27,260554530,TURYAM GERİ KAZANIM ATIKTAN TÜRETİLMİŞ YAKIT DEPOLAMA LOJİSTİK PETROL ÜRÜNLERİ İNŞAAT MEDİKAL TURİZM SANAYİ VE TİCARET LİMİTED ŞİRKETİ,MERSİN,"Ferahimşalvuz Mahallesi, 1627 Sokak, No: 4A - 4B, TARSUS/MERSİN", Atık Ara Depolam,Hava Emisyon,İzin ve Lisans Belgesi,2020-04-03 00:00:00,2025-04-03 00:00:00
27,260554530,TURYAM GERİ KAZANIM ATIKTAN TÜRETİLMİŞ YAKIT DEPOLAMA LOJİSTİK PETROL ÜRÜNLERİ İNŞAAT MEDİKAL TURİZM SANAYİ VE TİCARET LİMİTED ŞİRKETİ,MERSİN,"Ferahimşalvuz Mahallesi, 1627 Sokak, No: 4A - 4B, TARSUS/MERSİN", Atıktan Türetilmiş Yakıt (ATY) Hazırlama Tesis,Hava Emisyon,İzin ve Lisans Belgesi,2020-04-03 00:00:00,2025-04-03 00:00:00
28,224646442,ASIR RAMATÇILIK KUYUMCULUK SANAYİ TİC.LTD.ŞTİ.,İSTANBUL,"İkitelli OSB Mah. Çevre Sanayi Sitesi Çevre 3. Blok Sok. No:34-36 , Başakşehir/İSTANBUL",Tehlikeli Atık Geri Kazanı,Hava Emisyon,İzin ve Lisans Belgesi,2020-11-09 00:00:00,2025-01-15 00:00:00
28,224646442,ASIR RAMATÇILIK KUYUMCULUK SANAYİ TİC.LTD.ŞTİ.,İSTANBUL,"İkitelli OSB Mah. Çevre Sanayi Sitesi Çevre 3. Blok Sok. No:34-36 , Başakşehir/İSTANBUL",Tehlikesiz Atık Geri Kazanı,Hava Emisyon,İzin ve Lisans Belgesi,2020-11-09 00:00:00,2025-01-15 00:00:00
29,231193256,EKOVAR ÇEVRE GRUP GERİ DÖNÜŞÜM ATIK DEPOLAMA İNŞAAT TAAHHÜT SANAYİ VE TİCARET ANONİM ŞİRKETİ,ANKARA,"İNCİRLİK Mahallesi, İNCİRLİK KÜME EVLER, No: 70 C-, SİNCAN/ANKARA",Atık Ara Depolam,,İzin ve Lisans Belgesi,2019-12-23 00:00:00,2024-12-23 00:00:00
30,261819254,HAŞİMOĞLU ÇEVRE ENTEGRE ATIK YÖNETİMİ GERİ DÖNÜŞÜM MADENCİLİK TAŞIMACILIK İNŞAAT GIDA TURİZM TEKSTİL OTOMOTİV PETROL ISITMA SOĞUTMA DOĞALGAZ SİSTEMLERİ TİCARET VE SANAYİ ANONİM ŞİRKETİ,MARDİN,"Acırlı Mahallesi, Mardin Caddesi, No:190-1, Midyat/MARDİN",Tehlikeli Atık Geri Kazanı,Hava Emisyon,İzin ve Lisans Belgesi,2020-08-07 00:00:00,2024-12-16 00:00:00
30,261819254,HAŞİMOĞLU ÇEVRE ENTEGRE ATIK YÖNETİMİ GERİ DÖNÜŞÜM MADENCİLİK TAŞIMACILIK İNŞAAT GIDA TURİZM TEKSTİL OTOMOTİV PETROL ISITMA SOĞUTMA DOĞALGAZ SİSTEMLERİ TİCARET VE SANAYİ ANONİM ŞİRKETİ,MARDİN,"Acırlı Mahallesi, Mardin Caddesi, No:190-1, Midyat/MARDİN",Tehlikesiz Atık Geri Kazanı,Hava Emisyon,İzin ve Lisans Belgesi,2020-08-07 00:00:00,2024-12-16 00:00:00
30,261819254,HAŞİMOĞLU ÇEVRE ENTEGRE ATIK YÖNETİMİ GERİ DÖNÜŞÜM MADENCİLİK TAŞIMACILIK İNŞAAT GIDA TURİZM TEKSTİL OTOMOTİV PETROL ISITMA SOĞUTMA DOĞALGAZ SİSTEMLERİ TİCARET VE SANAYİ ANONİM ŞİRKETİ,MARDİN,"Acırlı Mahallesi, Mardin Caddesi, No:190-1, Midyat/MARDİN", Ömrünü Tamamlamış Lastik Geri Kazanı,Hava Emisyon,İzin ve Lisans Belgesi,2020-08-07 00:00:00,2024-12-16 00:00:00
30,261819254,HAŞİMOĞLU ÇEVRE ENTEGRE ATIK YÖNETİMİ GERİ DÖNÜŞÜM MADENCİLİK TAŞIMACILIK İNŞAAT GIDA TURİZM TEKSTİL OTOMOTİV PETROL ISITMA SOĞUTMA DOĞALGAZ SİSTEMLERİ TİCARET VE SANAYİ ANONİM ŞİRKETİ,MARDİN,"Acırlı Mahallesi, Mardin Caddesi, No:190-1, Midyat/MARDİN", Ambalaj Atığı Geri Kazanı,Hava Emisyon,İzin ve Lisans Belgesi,2020-08-07 00:00:00,2024-12-16 00:00:00
30,261819254,HAŞİMOĞLU ÇEVRE ENTEGRE ATIK YÖNETİMİ GERİ DÖNÜŞÜM MADENCİLİK TAŞIMACILIK İNŞAAT GIDA TURİZM TEKSTİL OTOMOTİV PETROL ISITMA SOĞUTMA DOĞALGAZ SİSTEMLERİ TİCARET VE SANAYİ ANONİM ŞİRKETİ,MARDİN,"Acırlı Mahallesi, Mardin Caddesi, No:190-1, Midyat/MARDİN", Ömrünü Tamamlamış Araç Geçici Depolam,Hava Emisyon,İzin ve Lisans Belgesi,2020-08-07 00:00:00,2024-12-16 00:00:00
30,261819254,HAŞİMOĞLU ÇEVRE ENTEGRE ATIK YÖNETİMİ GERİ DÖNÜŞÜM MADENCİLİK TAŞIMACILIK İNŞAAT GIDA TURİZM TEKSTİL OTOMOTİV PETROL ISITMA SOĞUTMA DOĞALGAZ SİSTEMLERİ TİCARET VE SANAYİ ANONİM ŞİRKETİ,MARDİN,"Acırlı Mahallesi, Mardin Caddesi, No:190-1, Midyat/MARDİN", Tanker Temizlem,Hava Emisyon,İzin ve Lisans Belgesi,2020-08-07 00:00:00,2024-12-16 00:00:00
30,261819254,HAŞİMOĞLU ÇEVRE ENTEGRE ATIK YÖNETİMİ GERİ DÖNÜŞÜM MADENCİLİK TAŞIMACILIK İNŞAAT GIDA TURİZM TEKSTİL OTOMOTİV PETROL ISITMA SOĞUTMA DOĞALGAZ SİSTEMLERİ TİCARET VE SANAYİ ANONİM ŞİRKETİ,MARDİN,"Acırlı Mahallesi, Mardin Caddesi, No:190-1, Midyat/MARDİN", Hurda Metal /ÖTA İşlem,Hava Emisyon,İzin ve Lisans Belgesi,2020-08-07 00:00:00,2024-12-16 00:00:00
30,261819254,HAŞİMOĞLU ÇEVRE ENTEGRE ATIK YÖNETİMİ GERİ DÖNÜŞÜM MADENCİLİK TAŞIMACILIK İNŞAAT GIDA TURİZM TEKSTİL OTOMOTİV PETROL ISITMA SOĞUTMA DOĞALGAZ SİSTEMLERİ TİCARET VE SANAYİ ANONİM ŞİRKETİ,MARDİN,"Acırlı Mahallesi, Mardin Caddesi, No:190-1, Midyat/MARDİN", Atık Elektrikli ve Elektronik Eşya İşlem,Hava Emisyon,İzin ve Lisans Belgesi,2020-08-07 00:00:00,2024-12-16 00:00:00
30,261819254,HAŞİMOĞLU ÇEVRE ENTEGRE ATIK YÖNETİMİ GERİ DÖNÜŞÜM MADENCİLİK TAŞIMACILIK İNŞAAT GIDA TURİZM TEKSTİL OTOMOTİV PETROL ISITMA SOĞUTMA DOĞALGAZ SİSTEMLERİ TİCARET VE SANAYİ ANONİM ŞİRKETİ,MARDİN,"Acırlı Mahallesi, Mardin Caddesi, No:190-1, Midyat/MARDİN", PCB Arındırm,Hava Emisyon,İzin ve Lisans Belgesi,2020-08-07 00:00:00,2024-12-16 00:00:00
30,261819254,HAŞİMOĞLU ÇEVRE ENTEGRE ATIK YÖNETİMİ GERİ DÖNÜŞÜM MADENCİLİK TAŞIMACILIK İNŞAAT GIDA TURİZM TEKSTİL OTOMOTİV PETROL ISITMA SOĞUTMA DOĞALGAZ SİSTEMLERİ TİCARET VE SANAYİ ANONİM ŞİRKETİ,MARDİN,"Acırlı Mahallesi, Mardin Caddesi, No:190-1, Midyat/MARDİN", Atık Ara Depolam,Hava Emisyon,İzin ve Lisans Belgesi,2020-08-07 00:00:00,2024-12-16 00:00:00
30,261819254,HAŞİMOĞLU ÇEVRE ENTEGRE ATIK YÖNETİMİ GERİ DÖNÜŞÜM MADENCİLİK TAŞIMACILIK İNŞAAT GIDA TURİZM TEKSTİL OTOMOTİV PETROL ISITMA SOĞUTMA DOĞALGAZ SİSTEMLERİ TİCARET VE SANAYİ ANONİM ŞİRKETİ,MARDİN,"Acırlı Mahallesi, Mardin Caddesi, No:190-1, Midyat/MARDİN", Atıktan Türetilmiş Yakıt (ATY) Hazırlama Tesis,Hava Emisyon,İzin ve Lisans Belgesi,2020-08-07 00:00:00,2024-12-16 00:00:00
30,261819254,HAŞİMOĞLU ÇEVRE ENTEGRE ATIK YÖNETİMİ GERİ DÖNÜŞÜM MADENCİLİK TAŞIMACILIK İNŞAAT GIDA TURİZM TEKSTİL OTOMOTİV PETROL ISITMA SOĞUTMA DOĞALGAZ SİSTEMLERİ TİCARET VE SANAYİ ANONİM ŞİRKETİ,MARDİN,"Acırlı Mahallesi, Mardin Caddesi, No:190-1, Midyat/MARDİN", Ambalaj Atığı Toplama ve Ayırma Tip ,Hava Emisyon,İzin ve Lisans Belgesi,2020-08-07 00:00:00,2024-12-16 00:00:00
31,222777838,ER METAL MADENCİLİK SANAYİ VE TİCARET LİMİTED ŞİRKET - ACIGÖL ŞUBESİ,NEVŞEHİR,"Nevşehir Mah., No: 1-, Acıgöl/NEVŞEHİR",Tehlikeli Atık Geri Kazanı,,İzin ve Lisans Belgesi,2021-03-24 00:00:00,2024-11-25 00:00:00
31,222777838,ER METAL MADENCİLİK SANAYİ VE TİCARET LİMİTED ŞİRKET - ACIGÖL ŞUBESİ,NEVŞEHİR,"Nevşehir Mah., No: 1-, Acıgöl/NEVŞEHİR", Tehlikesiz Atık Geri Kazanı,,İzin ve Lisans Belgesi,2021-03-24 00:00:00,2024-11-25 00:00:00
31,222777838,ER METAL MADENCİLİK SANAYİ VE TİCARET LİMİTED ŞİRKET - ACIGÖL ŞUBESİ,NEVŞEHİR,"Nevşehir Mah., No: 1-, Acıgöl/NEVŞEHİR", Atık Elektrikli ve Elektronik Eşya İşlem,,İzin ve Lisans Belgesi,2021-03-24 00:00:00,2024-11-25 00:00:00
31,222777838,ER METAL MADENCİLİK SANAYİ VE TİCARET LİMİTED ŞİRKET - ACIGÖL ŞUBESİ,NEVŞEHİR,"Nevşehir Mah., No: 1-, Acıgöl/NEVŞEHİR", PCB Arındırm,,İzin ve Lisans Belgesi,2021-03-24 00:00:00,2024-11-25 00:00:00
31,222777838,ER METAL MADENCİLİK SANAYİ VE TİCARET LİMİTED ŞİRKET - ACIGÖL ŞUBESİ,NEVŞEHİR,"Nevşehir Mah., No: 1-, Acıgöl/NEVŞEHİR", Atık Ara Depolam,,İzin ve Lisans Belgesi,2021-03-24 00:00:00,2024-11-25 00:00:00
32,225612110,AKADEMİ ÇEVRE ENTEGRE ATIK YÖNETİMİ ENDÜSTRİ A.Ş.,İSTANBUL,"Orta Mah., Demokrasi Cad., No: 92 /1-, Tuzla İSTANBUL",Tehlikeli Atık Geri Kazanı,Hava Emisyon,İzin ve Lisans Belgesi,2019-04-11 00:00:00,2024-04-11 00:00:00
32,225612110,AKADEMİ ÇEVRE ENTEGRE ATIK YÖNETİMİ ENDÜSTRİ A.Ş.,İSTANBUL,"Orta Mah., Demokrasi Cad., No: 92 /1-, Tuzla İSTANBUL",Tehlikesiz Atık Geri Kazanı,Hava Emisyon,İzin ve Lisans Belgesi,2019-04-11 00:00:00,2024-04-11 00:00:00
32,225612110,AKADEMİ ÇEVRE ENTEGRE ATIK YÖNETİMİ ENDÜSTRİ A.Ş.,İSTANBUL,"Orta Mah., Demokrasi Cad., No: 92 /1-, Tuzla İSTANBUL", Ambalaj Atığı Geri Kazanı,Hava Emisyon,İzin ve Lisans Belgesi,2019-04-11 00:00:00,2024-04-11 00:00:00
32,225612110,AKADEMİ ÇEVRE ENTEGRE ATIK YÖNETİMİ ENDÜSTRİ A.Ş.,İSTANBUL,"Orta Mah., Demokrasi Cad., No: 92 /1-, Tuzla İSTANBUL", Ömrünü Tamamlamış Araç Geçici Depolam,Hava Emisyon,İzin ve Lisans Belgesi,2019-04-11 00:00:00,2024-04-11 00:00:00
32,225612110,AKADEMİ ÇEVRE ENTEGRE ATIK YÖNETİMİ ENDÜSTRİ A.Ş.,İSTANBUL,"Orta Mah., Demokrasi Cad., No: 92 /1-, Tuzla İSTANBUL", Tanker Temizlem,Hava Emisyon,İzin ve Lisans Belgesi,2019-04-11 00:00:00,2024-04-11 00:00:00
32,225612110,AKADEMİ ÇEVRE ENTEGRE ATIK YÖNETİMİ ENDÜSTRİ A.Ş.,İSTANBUL,"Orta Mah., Demokrasi Cad., No: 92 /1-, Tuzla İSTANBUL", Hurda Metal /ÖTA İşlem,Hava Emisyon,İzin ve Lisans Belgesi,2019-04-11 00:00:00,2024-04-11 00:00:00
32,225612110,AKADEMİ ÇEVRE ENTEGRE ATIK YÖNETİMİ ENDÜSTRİ A.Ş.,İSTANBUL,"Orta Mah., Demokrasi Cad., No: 92 /1-, Tuzla İSTANBUL", Atık Elektrikli ve Elektronik Eşya İşlem,Hava Emisyon,İzin ve Lisans Belgesi,2019-04-11 00:00:00,2024-04-11 00:00:00
32,225612110,AKADEMİ ÇEVRE ENTEGRE ATIK YÖNETİMİ ENDÜSTRİ A.Ş.,İSTANBUL,"Orta Mah., Demokrasi Cad., No: 92 /1-, Tuzla İSTANBUL", PCB Arındırm,Hava Emisyon,İzin ve Lisans Belgesi,2019-04-11 00:00:00,2024-04-11 00:00:00
32,225612110,AKADEMİ ÇEVRE ENTEGRE ATIK YÖNETİMİ ENDÜSTRİ A.Ş.,İSTANBUL,"Orta Mah., Demokrasi Cad., No: 92 /1-, Tuzla İSTANBUL", Atık Ara Depolam,Hava Emisyon,İzin ve Lisans Belgesi,2019-04-11 00:00:00,2024-04-11 00:00:00
32,225612110,AKADEMİ ÇEVRE ENTEGRE ATIK YÖNETİMİ ENDÜSTRİ A.Ş.,İSTANBUL,"Orta Mah., Demokrasi Cad., No: 92 /1-, Tuzla İSTANBUL", Ambalaj Atığı Toplama ve Ayırma Tip ,Hava Emisyon,İzin ve Lisans Belgesi,2019-04-11 00:00:00,2024-04-11 00:00:00
33,227661262,EKOLOJİK ENERJİ A.Ş. ÇORLU ŞUBESİ,TEKİRDAĞ,"Hatip Mah., Karatepe Küme Evler, No:16 -1-1, Çorlu TEKİRDAĞ",Tehlikesiz Atık Geri Kazanı,Hava Emisyon,İzin ve Lisans Belgesi,2019-02-10 00:00:00,2024-02-10 00:00:00
33,227661262,EKOLOJİK ENERJİ A.Ş. ÇORLU ŞUBESİ,TEKİRDAĞ,"Hatip Mah., Karatepe Küme Evler, No:16 -1-1, Çorlu TEKİRDAĞ",Düzenli Depolama - 1. Sınıf (Tehlikeli Atık Düzenli Depolama,Hava Emisyon,İzin ve Lisans Belgesi,2019-02-10 00:00:00,2024-02-10 00:00:00
33,227661262,EKOLOJİK ENERJİ A.Ş. ÇORLU ŞUBESİ,TEKİRDAĞ,"Hatip Mah., Karatepe Küme Evler, No:16 -1-1, Çorlu TEKİRDAĞ", Atık Elektrikli ve Elektronik Eşya İşlem,Hava Emisyon,İzin ve Lisans Belgesi,2019-02-10 00:00:00,2024-02-10 00:00:00
33,227661262,EKOLOJİK ENERJİ A.Ş. ÇORLU ŞUBESİ,TEKİRDAĞ,"Hatip Mah., Karatepe Küme Evler, No:16 -1-1, Çorlu TEKİRDAĞ", Atık Ara Depolam,Hava Emisyon,İzin ve Lisans Belgesi,2019-02-10 00:00:00,2024-02-10 00:00:00
33,227661262,EKOLOJİK ENERJİ A.Ş. ÇORLU ŞUBESİ,TEKİRDAĞ,"Hatip Mah., Karatepe Küme Evler, No:16 -1-1, Çorlu TEKİRDAĞ", Atıktan Türetilmiş Yakıt (ATY) Hazırlama Tesis,Hava Emisyon,İzin ve Lisans Belgesi,2019-02-10 00:00:00,2024-02-10 00:00:00
33,227661262,EKOLOJİK ENERJİ A.Ş. ÇORLU ŞUBESİ,TEKİRDAĞ,"Hatip Mah., Karatepe Küme Evler, No:16 -1-1, Çorlu TEKİRDAĞ", Biyobozunur Atık İşleme -Biyometanizasyo,Hava Emisyon,İzin ve Lisans Belgesi,2019-02-10 00:00:00,2024-02-10 00:00:00
33,227661262,EKOLOJİK ENERJİ A.Ş. ÇORLU ŞUBESİ,TEKİRDAĞ,"Hatip Mah., Karatepe Küme Evler, No:16 -1-1, Çorlu TEKİRDAĞ", Ambalaj Atığı Toplama ve Ayırma Tip ,Hava Emisyon,İzin ve Lisans Belgesi,2019-02-10 00:00:00,2024-02-10 00:00:00
34,233357474,4R ÇEVRE VE ENERJİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,TEKİRDAĞ,"Fatih Mahallesi, 73 Sokak, No:18 -20-1, Kapaklı/TEKİRDAĞ",Atık Ara Depolam,Atıksu Deşarjı,İzin ve Lisans Belgesi,2019-09-18 00:00:00,2024-09-18 00:00:00
34,233357474,4R ÇEVRE VE ENERJİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,TEKİRDAĞ,"Fatih Mahallesi, 73 Sokak, No:18 -20-1, Kapaklı/TEKİRDAĞ",Ambalaj Atığı Toplama ve Ayırma Tip ,Atıksu Deşarjı,İzin ve Lisans Belgesi,2019-09-18 00:00:00,2024-09-18 00:00:00
35,223560086,FERROALLOYS METAL GERİ DÖNÜŞÜM TURİZM VE OTELCİLİK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,BURSA,Alaşarköy Mahallesi 1. Alaşar Cadde No: 3 /1 Osmangazi/BURSA,Tehlikeli Atık Geri Kazanı,,İzin ve Lisans Belgesi,2019-10-09 00:00:00,2024-11-09 00:00:00
35,223560086,FERROALLOYS METAL GERİ DÖNÜŞÜM TURİZM VE OTELCİLİK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,BURSA,Alaşarköy Mahallesi 1. Alaşar Cadde No: 3 /1 Osmangazi/BURSA, Ömrünü Tamamlamış Araç Geçici Depolam,,İzin ve Lisans Belgesi,2019-10-09 00:00:00,2024-11-09 00:00:00
35,223560086,FERROALLOYS METAL GERİ DÖNÜŞÜM TURİZM VE OTELCİLİK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,BURSA,Alaşarköy Mahallesi 1. Alaşar Cadde No: 3 /1 Osmangazi/BURSA, Atık Ara Depolam,,İzin ve Lisans Belgesi,2019-10-09 00:00:00,2024-11-09 00:00:00
35,223560086,FERROALLOYS METAL GERİ DÖNÜŞÜM TURİZM VE OTELCİLİK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,BURSA,Alaşarköy Mahallesi 1. Alaşar Cadde No: 3 /1 Osmangazi/BURSA, Ambalaj Atığı Toplama ve Ayırma Tip ,,İzin ve Lisans Belgesi,2019-10-09 00:00:00,2024-11-09 00:00:00
36,227277658,EKOLOJİK ENERJİ ANONİM ŞİRKETİ DÜZCE ŞUBESİ,DÜZCE,"MERKEZ Mahallesi, OSB SOKAK, No: 2 /3-, GÜMÜŞOVA / DÜZCE",Atık Ara Depolam,,İzin ve Lisans Belgesi,2022-04-29 00:00:00,2024-09-09 00:00:00
